search_strategy,num_words,num_states,query_len,num_beam,recall,results,query,target,lattice_num_states,alpha,search_stage,time_seconds,words_per_sec
beam_forward_backward,20,132,16,200.0,1.0,"[('imperceptible', 5.0), ('unentertainable', 12.0), ('planeta', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('botryoidal', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('nightdress', 14.0), ('pythonist', 14.0), ('gedackt', 14.0), ('bullsticker', 14.0), ('sewan', 14.0), ('resinousness', 15.0), ('sourock', 15.0), ('uniformness', 15.0), ('amylamine', 15.0), ('monolatry', 15.0), ('halinous', 15.0), ('mononymy', 16.0)]",ilpwwerceptibwla,imperceptible,,0.0,lexicon_preproc_time,0.001139678992331028,877.4400570064581
beam_forward_backward,20,132,16,200.0,0.0,"[('nightdress', 12.99993531333053), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('planeta', 14.000000005534346), ('pythonist', 14.000020913373067), ('resinousness', 14.000064767447158), ('sewan', 14.000064772981437), ('monolatry', 14.000085525044964), ('halinous', 14.000371418231055), ('uniformness', 14.000371498932976), ('sourock', 14.00043626638), ('botryoidal', 14.00064016917583), ('amylamine', 14.999999924736084), ('credit', 15.0), ('patisserie', 15.0), ('imperceptible', 15.0), ('pagedom', 15.000000000074612), ('mononymy', 15.99999999990366)]",ilpwwerceptibwla,imperceptible,,0.001,lexicon_preproc_time,0.0011414430337026715,876.0840186269731
edit_graph,20,121,13,,,"[('unpracticed', 5.0)]",hnprfabtsicee,unpracticed,14.0,,lexicon_preproc_time,0.0052578700124286115,190.1910845335067
edit_graph,20,121,13,,,"[('unpracticed', 5.0)]",hnprfabtsicee,unpracticed,14.0,0.01778279410038923,lexicon_preproc_time,0.5691599040292203,1.756975487768479
beam,20,121,13,10.0,0.0,"[('hutcher', 10.0), ('envineyard', 12.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.0002843189868144691,3517.176292741029
beam,20,121,13,10.0,0.0,"[('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.00022115901811048388,4521.633386437049
beam_forward_backward,20,121,13,10.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('envineyard', 12.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.0010478749754838645,954.3123210268878
beam_forward_backward,20,121,13,10.0,0.0,"[('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.0010425450163893402,959.191194892776
beam,20,121,13,20.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.0002155490219593048,4639.315877706918
beam,20,121,13,20.0,0.0,"[('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309), ('unmounted', 14.381460792951469)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.00021070899674668908,4745.881834377407
beam_forward_backward,20,121,13,20.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('collectable', 12.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.0010312329977750778,969.7129573603015
beam_forward_backward,20,121,13,20.0,0.0,"[('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309), ('unmounted', 14.381460792951469)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.001049297978170216,953.0181328890171
beam,20,121,13,50.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('envineyard', 12.0), ('surrenal', 12.0), ('margaritomancy', 13.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.00021490699145942926,4653.175744581501
beam,20,121,13,50.0,0.0,"[('hutcher', 12.134253973239442), ('lief', 12.857784426110292), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('trueheartedness', 16.35415064453166)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.00021477596601471305,4656.014444053279
beam_forward_backward,20,121,13,50.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('gossypine', 11.0), ('lief', 11.0), ('collectable', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('margaritomancy', 13.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.0010463119833730161,955.7378830511725
beam_forward_backward,20,121,13,50.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('remass', 13.782073549968823), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.0010518520139157772,950.7040788725161
beam,20,121,13,100.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('lief', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('bullskin', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 15.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.00021794199710711837,4588.376784986974
beam,20,121,13,100.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.674770991787993), ('lief', 12.857784426110292), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918197), ('remass', 13.782073549968825), ('backwasher', 13.823593944185463), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('envineyard', 14.975891279268323), ('gossypine', 15.4828486070683), ('trueheartedness', 15.631288983886), ('margaritomancy', 16.69727173986404), ('collectable', 17.673526446192923)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.00022028695093467832,4539.533530047951
beam_forward_backward,20,121,13,100.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('lief', 11.0), ('gossypine', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('bullskin', 12.0), ('severe', 12.0), ('viol', 12.0), ('stop', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 15.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.001039800001308322,961.7234071376766
beam_forward_backward,20,121,13,100.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('gallop', 12.708302425934168), ('riva', 12.711260757334221), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918195), ('remass', 13.782073549968823), ('unpracticed', 13.797127015772805), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('gossypine', 14.521155962454), ('margaritomancy', 14.889136154187524), ('envineyard', 14.975891279268323), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.0010441580088809133,957.7094572800911
beam,20,121,13,200.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('gossypine', 11.0), ('lief', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('stop', 12.0), ('bullskin', 12.0), ('viol', 12.0), ('severe', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 14.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.000217461958527565,4598.505443301441
beam,20,121,13,200.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718387), ('gallop', 12.708302425934168), ('riva', 12.711260757334225), ('lief', 12.816966739913209), ('collectable', 12.865034789092237), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918197), ('bearance', 13.711451124222396), ('remass', 13.782073549968825), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('backwasher', 14.665789245072908), ('margaritomancy', 14.90005640490743), ('envineyard', 14.975891279268323), ('gossypine', 15.4828486070683), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.000219075009226799,4564.64661820346
beam_forward_backward,20,121,13,200.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('gossypine', 11.0), ('lief', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('stop', 12.0), ('bullskin', 12.0), ('viol', 12.0), ('severe', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 14.0)]",hnprfabtsicee,unpracticed,,0.0,lexicon_preproc_time,0.0010797549621202052,926.1360540880512
beam_forward_backward,20,121,13,200.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('gallop', 12.708302425934168), ('riva', 12.711260757334221), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918195), ('bearance', 13.711451124222396), ('remass', 13.782073549968823), ('unpracticed', 13.797127015772805), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('gossypine', 14.619143538349565), ('envineyard', 14.74787776821464), ('margaritomancy', 14.889136154187524), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,lexicon_preproc_time,0.001059988047927618,943.4068638369077
edit_graph,20,121,8,,,"[('riva', 5.0)]",frifysvh,riva,9.0,,lexicon_preproc_time,0.005180994980037212,193.01311888026913
edit_graph,20,121,8,,,"[('riva', 5.0)]",frifysvh,riva,9.0,0.01778279410038923,lexicon_preproc_time,0.5602894409676082,1.7847918002399272
beam,20,121,8,10.0,0.0,"[('backwasher', 9.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.00029004900716245174,3447.69323564661
beam,20,121,8,10.0,0.0,"[('surrenal', 9.24649250497748), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.00022529700072482228,4438.585497289419
beam_forward_backward,20,121,8,10.0,1.0,"[('riva', 5.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unpracticed', 12.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.0010895539890043437,917.8067448624735
beam_forward_backward,20,121,8,10.0,0.0,"[('lief', 8.091449105602528), ('surrenal', 9.24649250497748), ('collectable', 10.040614705514566), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.0010841430048458278,922.3875406936804
beam,20,121,8,20.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('backwasher', 9.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.00022460496984422207,4452.261233104344
beam,20,121,8,20.0,0.0,"[('stop', 8.533790427589937), ('surrenal', 9.24649250497748), ('gossypine', 9.83615539762236), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.00022360397269949317,4472.192456723139
beam_forward_backward,20,121,8,20.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('backwasher', 9.0), ('unmounted', 9.0), ('envineyard', 9.0), ('unpracticed', 11.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.001092228980269283,915.5589332133043
beam_forward_backward,20,121,8,20.0,0.0,"[('viol', 7.041748690426597), ('stop', 8.533790427589937), ('remass', 9.015842524082466), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.0010821300093084574,924.1033807380103
beam,20,121,8,50.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gossypine', 8.0), ('backwasher', 9.0), ('envineyard', 13.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.0002267290255986154,4410.5513061672455
beam,20,121,8,50.0,0.0,"[('lief', 8.09158562689727), ('stop', 8.533790427589937), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('unpracticed', 12.342136994614668), ('semihiatus', 13.040666650962851), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.00022355298278853297,4473.212513321448
beam_forward_backward,20,121,8,50.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gossypine', 8.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unmounted', 9.0), ('unpracticed', 11.0), ('semihiatus', 11.0), ('trueheartedness', 14.0), ('margaritomancy', 16.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.0010809879750013351,925.0796707509766
beam_forward_backward,20,121,8,50.0,0.0,"[('viol', 7.041748690426597), ('lief', 8.091449105602528), ('stop', 8.533790427589937), ('severe', 8.889889575686288), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.585705872828722), ('envineyard', 11.00968219133864), ('unpracticed', 12.342136994614668), ('backwasher', 12.889993202719733), ('semihiatus', 13.040666650962851), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.0010866280063055456,920.2781395262631
beam,20,121,8,100.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('gossypine', 8.0), ('stop', 8.0), ('severe', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('surrenal', 12.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.00023256998974829912,4299.780900718354
beam,20,121,8,100.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091553400223715), ('stop', 8.533790427589937), ('severe', 8.881905363868652), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('semihiatus', 11.816516438658665), ('backwasher', 11.891925806749573), ('unpracticed', 11.968240060326622), ('collectable', 13.040614705516555), ('envineyard', 13.994080756718043), ('trueheartedness', 14.769339205654763), ('margaritomancy', 14.948612954752413)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.00022828299552202225,4380.527764292155
beam_forward_backward,20,121,8,100.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('gossypine', 8.0), ('stop', 8.0), ('severe', 8.0), ('surrenal', 8.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unmounted', 9.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.0010908159893006086,916.7449045564169
beam_forward_backward,20,121,8,100.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602528), ('stop', 8.533790427589937), ('severe', 8.88190536386865), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.58570587282872), ('envineyard', 11.00968219133864), ('semihiatus', 11.816516438658665), ('backwasher', 11.890025397894338), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.987545776422312), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.0010913070291280746,916.3324099533872
beam,20,121,8,200.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('severe', 8.0), ('stop', 8.0), ('surrenal', 8.0), ('gossypine', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.0002280520275235176,4384.964303362206
beam,20,121,8,200.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602527), ('stop', 8.533790427589937), ('severe', 8.881905363868652), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('envineyard', 10.99700075033911), ('collectable', 10.998755454401369), ('semihiatus', 11.816516438658665), ('backwasher', 11.891925806749573), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.9552974436343), ('trueheartedness', 14.769339205654763)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.00022054801229387522,4534.160111438786
beam_forward_backward,20,121,8,200.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('severe', 8.0), ('stop', 8.0), ('surrenal', 8.0), ('gossypine', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 9.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,lexicon_preproc_time,0.0010697669931687415,934.783000770957
beam_forward_backward,20,121,8,200.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602527), ('stop', 8.533790427589937), ('severe', 8.88190536386865), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.58570587282872), ('envineyard', 10.995536054405195), ('semihiatus', 11.816516438658665), ('backwasher', 11.890025397894338), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.9552974436343), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,lexicon_preproc_time,0.001067231991328299,937.0033958177914
